Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
DR. G.V. MANJUNATHA,Bharatiya Janata Party,5576,Karnataka,Chikkaballapur,S10,141
N NARASIMHAMURTHY B.E.,Kannada  Paksha,1830,Karnataka,Chikkaballapur,S10,141
ASHOKA.M.B,Ambedkar Samaj Party,851,Karnataka,Chikkaballapur,S10,141
NAVEEN KUMAR,Independent,369,Karnataka,Chikkaballapur,S10,141
SUDHAKAR,Independent,285,Karnataka,Chikkaballapur,S10,141
S.N.TABASSUM,All India Mahila Empowerment Party,232,Karnataka,Chikkaballapur,S10,141
SUDHAKAR,Independent,226,Karnataka,Chikkaballapur,S10,141
NAVEEN KUMAR G.,Independent,198,Karnataka,Chikkaballapur,S10,141
SUDHAKARA,Independent,172,Karnataka,Chikkaballapur,S10,141
None of the Above,None of the Above,714,Karnataka,Chikkaballapur,S10,141
V. MUNIYAPPA,Indian National Congress,59576,Karnataka,Sidlaghatta,S10,142
B.N. RAVIKUMAR,Janata Dal  (Secular),47153,Karnataka,Sidlaghatta,S10,142
ANJINAPPA (PUTTU),Independent,9784,Karnataka,Sidlaghatta,S10,142
M .RAJANNA,Independent,7526,Karnataka,Sidlaghatta,S10,142
SURESH.H.,Bharatiya Janata Party,2487,Karnataka,Sidlaghatta,S10,142
B.S.MOULA JAAN,Ambedkar National Congress,977,Karnataka,Sidlaghatta,S10,142
S.N. RAVIKUMAR,Independent,604,Karnataka,Sidlaghatta,S10,142
VENKATESHAPPA,Republican Sena,242,Karnataka,Sidlaghatta,S10,142
M. NARAYANASWAMY,Jai Bharath Jena Sena Party,232,Karnataka,Sidlaghatta,S10,142
WISDOM NAGARAJ,Independent,205,Karnataka,Sidlaghatta,S10,142
K.V. YAMEGOWDA,All India Mahila Empowerment Party,181,Karnataka,Sidlaghatta,S10,142
MOHAMMED ISMAIL,Samajwadi Party,180,Karnataka,Sidlaghatta,S10,142
R. MOHAN,Independent,130,Karnataka,Sidlaghatta,S10,142
Y.N. GANGADHARA,Independent,98,Karnataka,Sidlaghatta,S10,142
BYAREGOWDA VENKATASHAMI,Independent,85,Karnataka,Sidlaghatta,S10,142
None of the Above,None of the Above,741,Karnataka,Sidlaghatta,S10,142
J K KRISHNA REDDY,Janata Dal  (Secular),79731,Karnataka,Chintamani,S10,143
DR.M.C SUDHAKAR,Bharatiya Praja Paksha,73678,Karnataka,Chintamani,S10,143
VANI KRISHNAREDDY,Indian National Congress,2014,Karnataka,Chintamani,S10,143
NAA SHANKAR,Bharatiya Janata Party,1752,Karnataka,Chintamani,S10,143
N.R SUDHAKAR,Independent,1303,Karnataka,Chintamani,S10,143
SRINATHA. L.V,Dr. Ambedkar People's Party,754,Karnataka,Chintamani,S10,143
T.C VENKATESHREDDY,Independent,734,Karnataka,Chintamani,S10,143
BHASKAR ANKALAMADUGU SHIVAREDDY,Independent,357,Karnataka,Chintamani,S10,143
SURESH Y.N,Rashtriya Manav Vikas Party,320,Karnataka,Chintamani,S10,143
G.S SHUBHASH,Independent,261,Karnataka,Chintamani,S10,143
M. SUDHAKAR,Independent,252,Karnataka,Chintamani,S10,143
SUDHAKARAREDDY K.V,Independent,211,Karnataka,Chintamani,S10,143
KRISHNAREDDY,Independent,210,Karnataka,Chintamani,S10,143
DR.S. RACHANA,Independent,177,Karnataka,Chintamani,S10,143
SYED ALEEM PASHA,Ambedkar National Congress,136,Karnataka,Chintamani,S10,143
GHOUSE KHAN,All India Mahila Empowerment Party,119,Karnataka,Chintamani,S10,143
T.S SUDHAKARAREDDY,Independent,113,Karnataka,Chintamani,S10,143
KRISHNA REDDY .M,Independent,109,Karnataka,Chintamani,S10,143
JAMEER PASHA,Ambedkar Samaj Party,109,Karnataka,Chintamani,S10,143
SYED AYUB,Federal Congress of India,99,Karnataka,Chintamani,S10,143
R. SUDHAKAR,Independent,77,Karnataka,Chintamani,S10,143
M. KRISHNA REDDY,Independent,55,Karnataka,Chintamani,S10,143
None of the Above,None of the Above,794,Karnataka,Chintamani,S10,143
K R RAMESH KUMAR,Indian National Congress,24379,Karnataka,Srinivaspur,S10,144
G K VENKATASHIVAREDDY,Janata Dal  (Secular),20504,Karnataka,Srinivaspur,S10,144
DR VENU GOPAL K N,Bharatiya Janata Party,533,Karnataka,Srinivaspur,S10,144
G.K.VENKATASHIVAREDDY,Independent,174,Karnataka,Srinivaspur,S10,144
P R SURYA NARAYANA SWAMI,Communist Party of India  (Marxist),140,Karnataka,Srinivaspur,S10,144
VENKATASHIVAREDDY,Independent,111,Karnataka,Srinivaspur,S10,144
K.SRINIVASAGOWDA,Independent,69,Karnataka,Srinivaspur,S10,144
SATHYA ARUNDATHI,Republican Sena,35,Karnataka,Srinivaspur,S10,144
RAMESHBABU,Independent,21,Karnataka,Srinivaspur,S10,144
S RAMESHKUMAR,Independent,21,Karnataka,Srinivaspur,S10,144
SANDEEP M.G,All India Mahila Empowerment Party,18,Karnataka,Srinivaspur,S10,144
A V RAMESH KUMAR,Independent,18,Karnataka,Srinivaspur,S10,144
None of the Above,None of the Above,174,Karnataka,Srinivaspur,S10,144
H.NAGESH,Independent,41516,Karnataka,Mulbagal,S10,145
SAMRUDDHI  MANJUNATH,Janata Dal  (Secular),35358,Karnataka,Mulbagal,S10,145
AMARESH,Bharatiya Janata Party,4906,Karnataka,Mulbagal,S10,145
V.MARAPPA,Independent,618,Karnataka,Mulbagal,S10,145
K.NAGARAJU,Independent,550,Karnataka,Mulbagal,S10,145
P.NATARAJA,Independent,526,Karnataka,Mulbagal,S10,145
T.M.NARAYANASWAMY,Independent,417,Karnataka,Mulbagal,S10,145
G.C.RAMAPPA,Independent,389,Karnataka,Mulbagal,S10,145
N.MANJUNATHA,Independent,368,Karnataka,Mulbagal,S10,145
M.K.CHANDRAKALA,All India Mahila Empowerment Party,350,Karnataka,Mulbagal,S10,145
M.NARAYANAPPA,Independent,328,Karnataka,Mulbagal,S10,145
BYRAPPA,Independent,325,Karnataka,Mulbagal,S10,145
K.H.VENKATARAMA,Independent,311,Karnataka,Mulbagal,S10,145
VENKATARAMAPPA,Independent,280,Karnataka,Mulbagal,S10,145
M.ARAVINDA,Independent,270,Karnataka,Mulbagal,S10,145
KEELUHOLALI  SATHISH,Independent,258,Karnataka,Mulbagal,S10,145
T.V.BALAKRISHNA,Independent,216,Karnataka,Mulbagal,S10,145
T.R.SHEKAR,Independent,214,Karnataka,Mulbagal,S10,145
V.RAVIKUMAR,Ambedkar Samaj Party,206,Karnataka,Mulbagal,S10,145
T.R.MANJUNATHA,Independent,185,Karnataka,Mulbagal,S10,145
D.VENKATARAVANAPPA,Independent,181,Karnataka,Mulbagal,S10,145
VENKATARAVANAPPA.G,Independent,174,Karnataka,Mulbagal,S10,145
A.RAJESH,Independent,174,Karnataka,Mulbagal,S10,145
V.ADINARAYANA,Independent,158,Karnataka,Mulbagal,S10,145
V.SRINIVASA,Independent,148,Karnataka,Mulbagal,S10,145
M.AMARANATHA,Independent,148,Karnataka,Mulbagal,S10,145
G.SRINIVAS(MECHANIC),Independent,134,Karnataka,Mulbagal,S10,145
K.V.RAJENDRA,Independent,113,Karnataka,Mulbagal,S10,145
V.CHANDRAPPA,Independent,110,Karnataka,Mulbagal,S10,145
P.RAMACHANDRAPPA,Independent,105,Karnataka,Mulbagal,S10,145
S.MANJUNATHA,Independent,104,Karnataka,Mulbagal,S10,145
C.V.GOPAL,Independent,71,Karnataka,Mulbagal,S10,145
R.SRIDHAR,Independent,67,Karnataka,Mulbagal,S10,145
V.LAKSHMINARAYANA,Independent,65,Karnataka,Mulbagal,S10,145
P.VENKATESHAPPA,Independent,57,Karnataka,Mulbagal,S10,145
SUBRAMANI,Independent,53,Karnataka,Mulbagal,S10,145
SURESHA N,Independent,52,Karnataka,Mulbagal,S10,145
SARALA.M,Independent,52,Karnataka,Mulbagal,S10,145
HARENDRA V,Independent,50,Karnataka,Mulbagal,S10,145
None of the Above,None of the Above,380,Karnataka,Mulbagal,S10,145
ROOPAKALA.M,Indian National Congress,45329,Karnataka,Kolar gold field,S10,146
ASHWINI SAMPANGI,Bharatiya Janata Party,20762,Karnataka,Kolar gold field,S10,146
S.RAJENDRAN,Republican Party of India,12978,Karnataka,Kolar gold field,S10,146
M.BACKTHAVACHALAM,Janata Dal  (Secular),5067,Karnataka,Kolar gold field,S10,146
V.MUNISWAMY,Karnataka Pragnyavantha Janatha Party,896,Karnataka,Kolar gold field,S10,146
ANBU.M,All India Anna Dravida Munnetra Kazhagam,719,Karnataka,Kolar gold field,S10,146
V.RAJAPPA,All India Mahila Empowerment Party,541,Karnataka,Kolar gold field,S10,146
VENKATESH BABU R,Independent,343,Karnataka,Kolar gold field,S10,146
C.N.ARUN PRASAD,Namma Congress,330,Karnataka,Kolar gold field,S10,146
THANGARAJ.P,Communist Party of India  (Marxist),320,Karnataka,Kolar gold field,S10,146
S.SIVALINGAM,Bharatiya Republican Paksha,209,Karnataka,Kolar gold field,S10,146
KULASEGAR.M,Independent,169,Karnataka,Kolar gold field,S10,146
G.LALITHA,Independent,147,Karnataka,Kolar gold field,S10,146
S.MUNIYAPPA,Independent,143,Karnataka,Kolar gold field,S10,146
J.D.ELANGOVAN,Independent,81,Karnataka,Kolar gold field,S10,146
MURUGESH.C,Republican Sena,72,Karnataka,Kolar gold field,S10,146
None of the Above,None of the Above,1156,Karnataka,Kolar gold field,S10,146
M.MALLESH BABU,Janata Dal  (Secular),7791,Karnataka,Bangarapet,S10,147
S.N.NARAYANASWAMY K.M,Indian National Congress,5557,Karnataka,Bangarapet,S10,147
VENKATAMUNIYAPPA B.P.,Bharatiya Janata Party,3458,Karnataka,Bangarapet,S10,147
G.CHIKKANARAYANA,Republican Sena,53,Karnataka,Bangarapet,S10,147
SRINIVASA,All India Mahila Empowerment Party,31,Karnataka,Bangarapet,S10,147
M.NARAYANASWAMY,Independent,29,Karnataka,Bangarapet,S10,147
C.VENKATESHAPPA,Independent,28,Karnataka,Bangarapet,S10,147
K.M RAMAKRISHNAPPA,Independent,25,Karnataka,Bangarapet,S10,147
R.RAJENDRA,Independent,16,Karnataka,Bangarapet,S10,147
VENKATESH,Independent,15,Karnataka,Bangarapet,S10,147
None of the Above,None of the Above,71,Karnataka,Bangarapet,S10,147
K.SRINIVASA GOWDA,Janata Dal  (Secular),71303,Karnataka,Kolar,S10,148
SYED ZAMEER PASHA,Indian National Congress,37429,Karnataka,Kolar,S10,148
R VARTHUR PRAKASH,Namma Congress,30822,Karnataka,Kolar,S10,148
R.VENKATACHALAPATHI (OM SHAKTHI CHALAPATHI),Bharatiya Janata Party,11280,Karnataka,Kolar,S10,148
GOWRAMMA,Independent,1835,Karnataka,Kolar,S10,148
SRINIVASA,Independent,1073,Karnataka,Kolar,S10,148
SRINIVAS GOWDA,Independent,488,Karnataka,Kolar,S10,148
A.ANANDA KUMAR,Rashtriya Manav Vikas Party,463,Karnataka,Kolar,S10,148
K.SRINIVASA GOWDA,Independent,454,Karnataka,Kolar,S10,148
N.PRAKASHA,Independent,406,Karnataka,Kolar,S10,148
DR. M. VENKATA SWAMY,Republican Party of India (A),366,Karnataka,Kolar,S10,148
M.RAVI,Independent,358,Karnataka,Kolar,S10,148
KADAHALLI .R.SHASHIKUMAR,Independent,329,Karnataka,Kolar,S10,148
AMJAD PASHA.N.,Independent,321,Karnataka,Kolar,S10,148
MANJULA,Independent,280,Karnataka,Kolar,S10,148
TANVEER AHMED,All India Mahila Empowerment Party,274,Karnataka,Kolar,S10,148
SREERAMA,Independent,259,Karnataka,Kolar,S10,148
K.R.S. SUDHAKAR GOWDA.R,Janata Dal  (United),181,Karnataka,Kolar,S10,148
PRAKASH,Independent,159,Karnataka,Kolar,S10,148
AMJAD PASHA,Independent,129,Karnataka,Kolar,S10,148
B.ANANDA REDDY,Independent,109,Karnataka,Kolar,S10,148
None of the Above,None of the Above,1071,Karnataka,Kolar,S10,148
K.Y. NANJEGOWDA,Indian National Congress,72586,Karnataka,Malur,S10,149
K.S.MANJUNATH GOWDA,Janata Dal  (Secular),55932,Karnataka,Malur,S10,149
ES.EN.KRISSHNAIAH SETTY MALUR,Bharatiya Janata Party,23255,Karnataka,Malur,S10,149
K.GOPALAPPA,Indian New Congress Party,1237,Karnataka,Malur,S10,149
AMARANATHA.K,Akhil Bharat Hindu Mahasabha,440,Karnataka,Malur,S10,149
B.M.MANJUNATHA,Independent,423,Karnataka,Malur,S10,149
SRINIVASA.N,Independent,228,Karnataka,Malur,S10,149
RAVIKUMAR (M.G.R),Ambedkarite Party of India,220,Karnataka,Malur,S10,149
MANJUNATHA,Independent,214,Karnataka,Malur,S10,149
N.DEVANANDABABU,Independent,202,Karnataka,Malur,S10,149
H.M.KRISHNAIAH SHETTY,Independent,143,Karnataka,Malur,S10,149
C. THAMMAPPA,Samajwadi Party,100,Karnataka,Malur,S10,149
None of the Above,None of the Above,676,Karnataka,Malur,S10,149
S.R.VISHWANATH,Bharatiya Janata Party,55352,Karnataka,Yelahanka,S10,150
A M HANUMANTHEGOWDA,Janata Dal  (Secular),29139,Karnataka,Yelahanka,S10,150
M N GOPALAKRISHNA,Indian National Congress,20124,Karnataka,Yelahanka,S10,150
H MARAPPA,Praja Parivartan Party,255,Karnataka,Yelahanka,S10,150
HANUMANTHEGOWDA H A,Independent,243,Karnataka,Yelahanka,S10,150
KRISHNA MURTHY L S,Independent,232,Karnataka,Yelahanka,S10,150
UMESH B,Rashtriya Manav Vikas Party,182,Karnataka,Yelahanka,S10,150
DR.K.S.SWAMY,Independent,161,Karnataka,Yelahanka,S10,150
SYED NADEEM S,All India Mahila Empowerment Party,135,Karnataka,Yelahanka,S10,150
NARAYANASWAMY M,Independent,107,Karnataka,Yelahanka,S10,150
N.RAMAKRISHNAPPA,Karnataka Jantha Paksha,91,Karnataka,Yelahanka,S10,150
H K GOPALA KRISHNA,Independent,89,Karnataka,Yelahanka,S10,150
SYED NIJAM @ NIZAMUDDIN SHAH KHADRI,Federal Congress of India,64,Karnataka,Yelahanka,S10,150
None of the Above,None of the Above,876,Karnataka,Yelahanka,S10,150
B.A.BASAVARAJA,Indian National Congress,45605,Karnataka,K.R.Pura,S10,151
N.S.NANDIESHA REDDY,Bharatiya Janata Party,30809,Karnataka,K.R.Pura,S10,151
D.A.GOPALA,Janata Dal  (Secular),1960,Karnataka,K.R.Pura,S10,151
PVKN LINGARAJ URS,Aam Aadmi Party,398,Karnataka,K.R.Pura,S10,151
GOPALA GOWDA H N,Communist Party of India  (Marxist),282,Karnataka,K.R.Pura,S10,151
VENKATESASETTY,Independent,173,Karnataka,K.R.Pura,S10,151
P P APPANNA,Communist Party of India  (Marxist-Leninist)  (Liberation),170,Karnataka,K.R.Pura,S10,151
RAJAKUMAR.K.T,Independent,153,Karnataka,K.R.Pura,S10,151
K MANJUNATH,Independent,124,Karnataka,K.R.Pura,S10,151
S VENKATESH,Independent,103,Karnataka,K.R.Pura,S10,151
LAKSHMI RAMAIAH SHETTY,Bhaarateeya Janashakthi Congress,82,Karnataka,K.R.Pura,S10,151
B.S.NARENDRABABU,Independent,82,Karnataka,K.R.Pura,S10,151
H P MANJUNATHA REDDY,Independent,69,Karnataka,K.R.Pura,S10,151
S GEETHA,Republican Sena,64,Karnataka,K.R.Pura,S10,151
SYED TASEEN,All India Mahila Empowerment Party,54,Karnataka,K.R.Pura,S10,151
PARVATHAMMA,Independent,54,Karnataka,K.R.Pura,S10,151
PRAKASH M,Independent,50,Karnataka,K.R.Pura,S10,151
DASHARATHA RANAPPA TEGNOOR,Independent,44,Karnataka,K.R.Pura,S10,151
RAMAKRISHNA L,Rashtriya Manav Vikas Party,32,Karnataka,K.R.Pura,S10,151
SYED AFZAL HUSSAIN,Independent,25,Karnataka,K.R.Pura,S10,151
ERUDIARAJ.J,Independent,25,Karnataka,K.R.Pura,S10,151
None of the Above,None of the Above,769,Karnataka,K.R.Pura,S10,151
A RAVI,Bharatiya Janata Party,91071,Karnataka,Byatarayanapura,S10,152
KRISHNA BYREGOWDA,Indian National Congress,89775,Karnataka,Byatarayanapura,S10,152
CHANDRA T G,Janata Dal  (Secular),18550,Karnataka,Byatarayanapura,S10,152
M RAMESH,Independent,717,Karnataka,Byatarayanapura,S10,152
K RAMESH,Independent,530,Karnataka,Byatarayanapura,S10,152
EZAZ PASHA,Ambedkar National Congress,474,Karnataka,Byatarayanapura,S10,152
RAVI PADASALAGI,Independent,465,Karnataka,Byatarayanapura,S10,152
D RAVIKUMAR,Independent,274,Karnataka,Byatarayanapura,S10,152
SHAIK WASIM AHMED,Bhaarateeya Janashakthi Congress,246,Karnataka,Byatarayanapura,S10,152
JEELANI FATHIMA,All India Mahila Empowerment Party,233,Karnataka,Byatarayanapura,S10,152
BASAVARAJ MADIVALAR,Independent,197,Karnataka,Byatarayanapura,S10,152
J MAHENDRANATHAN,Independent,163,Karnataka,Byatarayanapura,S10,152
NARENDRA KUMAR,Independent,154,Karnataka,Byatarayanapura,S10,152
SHESHAGIRI K,Republican Sena,118,Karnataka,Byatarayanapura,S10,152
RAMESHA R,Rashtriya Manav Vikas Party,97,Karnataka,Byatarayanapura,S10,152
T S PRATHAP KUMAR,Independent,86,Karnataka,Byatarayanapura,S10,152
NAZIR AHMED,Independent,81,Karnataka,Byatarayanapura,S10,152
SAYED SUHEL BASHA,Dr. Ambedkar People's Party,67,Karnataka,Byatarayanapura,S10,152
ABDUL KHADEER,Independent,55,Karnataka,Byatarayanapura,S10,152
None of the Above,None of the Above,1757,Karnataka,Byatarayanapura,S10,152
T N JAVARAYI GOWDA,Janata Dal  (Secular),67070,Karnataka,Yeshvanthapura,S10,153
S.T SOMASHEKHAR,Indian National Congress,56470,Karnataka,Yeshvanthapura,S10,153
JAGGESH,Bharatiya Janata Party,28612,Karnataka,Yeshvanthapura,S10,153
SHASHIDHAR C,Independent,632,Karnataka,Yeshvanthapura,S10,153
SHAMBULINGE GOWDA,Independent,487,Karnataka,Yeshvanthapura,S10,153
ASHOK B,Rashtriya Manav Vikas Party,429,Karnataka,Yeshvanthapura,S10,153
VENUGOPAL M N,Independent,334,Karnataka,Yeshvanthapura,S10,153
K M MAHADEVA,Independent,262,Karnataka,Yeshvanthapura,S10,153
BEERESH. N,Independent,258,Karnataka,Yeshvanthapura,S10,153
NAGARAJU C R,Independent,204,Karnataka,Yeshvanthapura,S10,153
NIRMALA M,Communist Party of India  (Marxist-Leninist)  (Liberation),171,Karnataka,Yeshvanthapura,S10,153
NAGARATHNA,Independent,112,Karnataka,Yeshvanthapura,S10,153
SEETARAMU G V,Independent,110,Karnataka,Yeshvanthapura,S10,153
B R PRAVEEN KUMAR,Karnataka Pragnyavantha Janatha Party,101,Karnataka,Yeshvanthapura,S10,153
BHAGYAMMA,Republican Sena,76,Karnataka,Yeshvanthapura,S10,153
CHAITHANYA T S,Independent,75,Karnataka,Yeshvanthapura,S10,153
M U VENKATESHAIAH,Shivsena,73,Karnataka,Yeshvanthapura,S10,153
SARASHWATHI,Rani Chennamma Party,67,Karnataka,Yeshvanthapura,S10,153
H GOPALAKRISHNA RAO,Independent,62,Karnataka,Yeshvanthapura,S10,153
MURALI H,Bharatiya Prajagala Kalyana Paksha,54,Karnataka,Yeshvanthapura,S10,153
None of the Above,None of the Above,700,Karnataka,Yeshvanthapura,S10,153
R.MANJUNATHA,Janata Dal  (Secular),30980,Karnataka,Dasarahalli,S10,155
S MUNIRAJU,Bharatiya Janata Party,30021,Karnataka,Dasarahalli,S10,155
P.N.KRISHNAMURTHY,Indian National Congress,9780,Karnataka,Dasarahalli,S10,155
N.PRATHAP SIMHA,Communist Party of India  (Marxist),509,Karnataka,Dasarahalli,S10,155
DOMINIC SAVIO G,Kannada  Paksha,166,Karnataka,Dasarahalli,S10,155
LOKESH GOWDA. V,Independent,149,Karnataka,Dasarahalli,S10,155
SHAMBHULINGE GOWDA (GANDHI VADI),Independent,115,Karnataka,Dasarahalli,S10,155
MANJUNATH B.R,Independent,87,Karnataka,Dasarahalli,S10,155
DHANANJAYA . L . GOWDA,Karnataka Pragnyavantha Janatha Party,82,Karnataka,Dasarahalli,S10,155
M RAJANNA,Independent,81,Karnataka,Dasarahalli,S10,155
ASHWINI.C,Independent,73,Karnataka,Dasarahalli,S10,155
SARAVANA . V,Independent,61,Karnataka,Dasarahalli,S10,155
KIRAN. C. H,Independent,59,Karnataka,Dasarahalli,S10,155
NAGARAJU,Independent,55,Karnataka,Dasarahalli,S10,155
DR. N. NITHYANANDA,Janata Dal  (United),50,Karnataka,Dasarahalli,S10,155
None of the Above,None of the Above,822,Karnataka,Dasarahalli,S10,155
K. GOPALAIAH,Janata Dal  (Secular),55690,Karnataka,Mahalakshmi Layout,S10,156
N.L. NARENDRA BABU,Bharatiya Janata Party,34473,Karnataka,Mahalakshmi Layout,S10,156
MANJUNATHA  H.S,Indian National Congress,14128,Karnataka,Mahalakshmi Layout,S10,156
RAJA. A,Independent,299,Karnataka,Mahalakshmi Layout,S10,156
N. GIRISH GOWDA,Nationalist Congress Party,297,Karnataka,Mahalakshmi Layout,S10,156
PADMA. H,Janata Dal  (United),162,Karnataka,Mahalakshmi Layout,S10,156
GOVINDARAJU T,All India Mahila Empowerment Party,153,Karnataka,Mahalakshmi Layout,S10,156
M. SHAKUNTHALA,All India Janaraksha Party,145,Karnataka,Mahalakshmi Layout,S10,156
ASWATHA,Rashtriya Manav Vikas Party,131,Karnataka,Mahalakshmi Layout,S10,156
MANOHAR H. AYYANNAVAR,Independent,99,Karnataka,Mahalakshmi Layout,S10,156
SUNIL KUMAR. V,Kannada  Paksha,92,Karnataka,Mahalakshmi Layout,S10,156
V. PASANNA KUMAR,Independent,90,Karnataka,Mahalakshmi Layout,S10,156
None of the Above,None of the Above,1231,Karnataka,Mahalakshmi Layout,S10,156
DR. ASHWATH NARAYAN.C.N.,Bharatiya Janata Party,64270,Karnataka,Malleshwaram,S10,157
KENGAL SHREEPADHARENU,Indian National Congress,23332,Karnataka,Malleshwaram,S10,157
MADHUSUDHAN N,Janata Dal  (Secular),5907,Karnataka,Malleshwaram,S10,157
SUBRAMANYA SHARMA GOURAVARAM,All India Mahila Empowerment Party,222,Karnataka,Malleshwaram,S10,157
R VENKATESH,Jai Bharath Jena Sena Party,140,Karnataka,Malleshwaram,S10,157
N RAJANNA,Independent,139,Karnataka,Malleshwaram,S10,157
ADITYA .R .A,Independent,118,Karnataka,Malleshwaram,S10,157
ANAND M.B.,Kannada  Paksha,93,Karnataka,Malleshwaram,S10,157
KRISHNAIAH,Rashtriya Manav Vikas Party,84,Karnataka,Malleshwaram,S10,157
MANDAGERE RAMAKUMAR,Karunaadu Party,66,Karnataka,Malleshwaram,S10,157
PRAKASH K R,Independent,64,Karnataka,Malleshwaram,S10,157
P R PRADEEP,Independent,63,Karnataka,Malleshwaram,S10,157
MALLIKARJUN L S,Jana Samanyara Party (Karnataka),59,Karnataka,Malleshwaram,S10,157
None of the Above,None of the Above,1702,Karnataka,Malleshwaram,S10,157
Y A NARAYANASWAMY,Bharatiya Janata Party,3353,Karnataka,Hebbal,S10,158
SURESH B S,Indian National Congress,2744,Karnataka,Hebbal,S10,158
HANUMANTHE GOWDA,Janata Dal  (Secular),1656,Karnataka,Hebbal,S10,158
ANJAN KUMAR GOWDA,Indian New Congress Party,88,Karnataka,Hebbal,S10,158
RAGHAVENDRA K THANE,Aam Aadmi Party,25,Karnataka,Hebbal,S10,158
NAGARAJU,Independent,21,Karnataka,Hebbal,S10,158
JAMEEL AHMED,Independent,15,Karnataka,Hebbal,S10,158
D NARAYANA SWAMY,Independent,14,Karnataka,Hebbal,S10,158
UMADEVI,Independent,12,Karnataka,Hebbal,S10,158
DR P K VELLADURAI,Independent,9,Karnataka,Hebbal,S10,158
B S SURESH,Independent,7,Karnataka,Hebbal,S10,158
NARAYANASWAMY M,Independent,7,Karnataka,Hebbal,S10,158
SYED KAWJA WALI HYDRI,Karnataka Pragnyavantha Janatha Party,7,Karnataka,Hebbal,S10,158
B M SURESHA,Independent,5,Karnataka,Hebbal,S10,158
VINAY KUMAR V NAYAK,Independent,5,Karnataka,Hebbal,S10,158
ATIYA ASGAR,Janata Dal  (United),4,Karnataka,Hebbal,S10,158
T JAIKUMAR,Shivsena,4,Karnataka,Hebbal,S10,158
ISARATH JAHAN,Karnataka Jantha Paksha,3,Karnataka,Hebbal,S10,158
MANJUNATH M,Republican Party of India,3,Karnataka,Hebbal,S10,158
DR MANJUNATH NAYAK,Ambedkar National Congress,2,Karnataka,Hebbal,S10,158
SYED ASIF BUKMARI,Independent,2,Karnataka,Hebbal,S10,158
RAVI KUMAR A R,Jana Samanyara Party (Karnataka),2,Karnataka,Hebbal,S10,158
JAFFER SHARIEF,Dr. Ambedkar People's Party,1,Karnataka,Hebbal,S10,158
SALEEM KHAN,Federal Congress of India,1,Karnataka,Hebbal,S10,158
N RAJANNA,Independent,1,Karnataka,Hebbal,S10,158
None of the Above,None of the Above,86,Karnataka,Hebbal,S10,158
R. AKHANDA SRINIVASAMURTHY,Indian National Congress,90216,Karnataka,Pulakeshinagar,S10,159
B. PRASANNAKUMAR,Janata Dal  (Secular),15497,Karnataka,Pulakeshinagar,S10,159
SUSHEELA DEVARAJ,Bharatiya Janata Party,8236,Karnataka,Pulakeshinagar,S10,159
D.ANBARASAN,Independent,627,Karnataka,Pulakeshinagar,S10,159
PRIYA,Independent,313,Karnataka,Pulakeshinagar,S10,159
SIDDAGANGAIAH.R (SIDDU),Aam Aadmi Party,253,Karnataka,Pulakeshinagar,S10,159
RAGHURAMAN.G,Republican Party of India (A),153,Karnataka,Pulakeshinagar,S10,159
AYYAPPA .K,Independent,128,Karnataka,Pulakeshinagar,S10,159
SRIKANTH SEETHARAM,All India Mahila Empowerment Party,103,Karnataka,Pulakeshinagar,S10,159
SHIVAKUMAR,Federal Congress of India,101,Karnataka,Pulakeshinagar,S10,159
SUNSTAR D. JAYARAM,Gareeb Aadmi Party,95,Karnataka,Pulakeshinagar,S10,159
GUNALAN. M,Independent,90,Karnataka,Pulakeshinagar,S10,159
M. LOKESH,Rashtriya Manav Vikas Party,67,Karnataka,Pulakeshinagar,S10,159
None of the Above,None of the Above,1283,Karnataka,Pulakeshinagar,S10,159
